"No.","Time","Source","Destination","Protocol","Length","Info"
"1856","0.020323","11.0.0.210","10.42.0.2","TCP","60","24469  >  80 [SYN] Seq=0 Win=512 Len=0"
"1857","0.020357","11.0.0.210","10.42.0.2","TCP","60","24470  >  80 [SYN] Seq=0 Win=512 Len=0"
"1858","0.020364","11.0.0.210","10.42.0.2","TCP","60","24584  >  80 [SYN] Seq=0 Win=512 Len=0"
"1859","0.020374","11.0.0.210","10.42.0.2","TCP","60","24471  >  80 [SYN] Seq=0 Win=512 Len=0"
"1860","0.020383","11.0.0.210","10.42.0.2","TCP","60","24573  >  80 [SYN] Seq=0 Win=512 Len=0"
"1861","0.020401","11.0.0.210","10.42.0.2","TCP","60","24472  >  80 [SYN] Seq=0 Win=512 Len=0"
"1862","0.020411","11.0.0.210","10.42.0.2","TCP","60","24473  >  80 [SYN] Seq=0 Win=512 Len=0"
"1863","0.020419","11.0.0.210","10.42.0.2","TCP","60","24474  >  80 [SYN] Seq=0 Win=512 Len=0"
"1864","0.020428","11.0.0.210","10.42.0.2","TCP","60","24475  >  80 [SYN] Seq=0 Win=512 Len=0"
"1865","0.020436","11.0.0.210","10.42.0.2","TCP","60","24476  >  80 [SYN] Seq=0 Win=512 Len=0"
"1866","0.020444","11.0.0.210","10.42.0.2","TCP","60","24572  >  80 [SYN] Seq=0 Win=512 Len=0"
"1867","0.020454","11.0.0.210","10.42.0.2","TCP","60","24637  >  80 [SYN] Seq=0 Win=512 Len=0"
"1868","0.020461","11.0.0.210","10.42.0.2","TCP","60","24477  >  80 [SYN] Seq=0 Win=512 Len=0"
"1869","0.020470","11.0.0.210","10.42.0.2","TCP","60","24478  >  80 [SYN] Seq=0 Win=512 Len=0"
"1870","0.020480","11.0.0.210","10.42.0.2","TCP","60","24479  >  80 [SYN] Seq=0 Win=512 Len=0"
"1871","0.020487","11.0.0.210","10.42.0.2","TCP","60","24480  >  80 [SYN] Seq=0 Win=512 Len=0"
"1872","0.020496","11.0.0.210","10.42.0.2","TCP","60","24481  >  80 [SYN] Seq=0 Win=512 Len=0"
"1873","0.020524","11.0.0.210","10.42.0.2","TCP","60","24515  >  80 [SYN] Seq=0 Win=512 Len=0"
"1874","0.020535","11.0.0.210","10.42.0.2","TCP","60","24482  >  80 [SYN] Seq=0 Win=512 Len=0"
"1875","0.020544","11.0.0.210","10.42.0.2","TCP","60","24585  >  80 [SYN] Seq=0 Win=512 Len=0"
"1876","0.020552","11.0.0.210","10.42.0.2","TCP","60","24483  >  80 [SYN] Seq=0 Win=512 Len=0"
"1877","0.020569","11.0.0.210","10.42.0.2","TCP","60","24492  >  80 [SYN] Seq=0 Win=512 Len=0"
"1878","0.020577","11.0.0.210","10.42.0.2","TCP","60","24485  >  80 [SYN] Seq=0 Win=512 Len=0"
"1879","0.020586","11.0.0.210","10.42.0.2","TCP","60","24486  >  80 [SYN] Seq=0 Win=512 Len=0"
"1880","0.020595","11.0.0.210","10.42.0.2","TCP","60","24487  >  80 [SYN] Seq=0 Win=512 Len=0"
"1881","0.020603","11.0.0.210","10.42.0.2","TCP","60","24488  >  80 [SYN] Seq=0 Win=512 Len=0"
"1882","0.020612","11.0.0.210","10.42.0.2","TCP","60","24489  >  80 [SYN] Seq=0 Win=512 Len=0"
"1883","0.020621","11.0.0.210","10.42.0.2","TCP","60","24490  >  80 [SYN] Seq=0 Win=512 Len=0"
"1884","0.020629","11.0.0.210","10.42.0.2","TCP","60","24625  >  80 [SYN] Seq=0 Win=512 Len=0"
"1885","0.020638","11.0.0.210","10.42.0.2","TCP","60","24491  >  80 [SYN] Seq=0 Win=512 Len=0"
"1886","0.020646","11.0.0.210","10.42.0.2","TCP","60","24493  >  80 [SYN] Seq=0 Win=512 Len=0"
"1887","0.020655","11.0.0.210","10.42.0.2","TCP","60","24494  >  80 [SYN] Seq=0 Win=512 Len=0"
"1888","0.020664","11.0.0.210","10.42.0.2","TCP","60","24495  >  80 [SYN] Seq=0 Win=512 Len=0"
"1889","0.020694","11.0.0.210","10.42.0.2","TCP","60","24496  >  80 [SYN] Seq=0 Win=512 Len=0"
"1890","0.020704","11.0.0.210","10.42.0.2","TCP","60","24613  >  80 [SYN] Seq=0 Win=512 Len=0"
"1891","0.020712","11.0.0.210","10.42.0.2","TCP","60","24497  >  80 [SYN] Seq=0 Win=512 Len=0"
"1892","0.020722","11.0.0.210","10.42.0.2","TCP","60","24498  >  80 [SYN] Seq=0 Win=512 Len=0"
"1893","0.020739","11.0.0.210","10.42.0.2","TCP","60","24499  >  80 [SYN] Seq=0 Win=512 Len=0"
"1894","0.020748","11.0.0.210","10.42.0.2","TCP","60","24509  >  80 [SYN] Seq=0 Win=512 Len=0"
"1895","0.020757","11.0.0.210","10.42.0.2","TCP","60","24603  >  80 [SYN] Seq=0 Win=512 Len=0"
"1896","0.020767","11.0.0.210","10.42.0.2","TCP","60","24500  >  80 [SYN] Seq=0 Win=512 Len=0"
"1897","0.020775","11.0.0.210","10.42.0.2","TCP","60","24502  >  80 [SYN] Seq=0 Win=512 Len=0"
"1898","0.020784","11.0.0.210","10.42.0.2","TCP","60","24503  >  80 [SYN] Seq=0 Win=512 Len=0"
"1899","0.020791","11.0.0.210","10.42.0.2","TCP","60","24505  >  80 [SYN] Seq=0 Win=512 Len=0"
"1900","0.020801","11.0.0.210","10.42.0.2","TCP","60","24506  >  80 [SYN] Seq=0 Win=512 Len=0"
"1901","0.020810","11.0.0.210","10.42.0.2","TCP","60","24507  >  80 [SYN] Seq=0 Win=512 Len=0"
"1902","0.020817","11.0.0.210","10.42.0.2","TCP","60","24508  >  80 [SYN] Seq=0 Win=512 Len=0"
"1903","0.020827","11.0.0.210","10.42.0.2","TCP","60","24599  >  80 [SYN] Seq=0 Win=512 Len=0"
"1904","0.020835","11.0.0.210","10.42.0.2","TCP","60","24614  >  80 [SYN] Seq=0 Win=512 Len=0"
"1905","0.020865","11.0.0.210","10.42.0.2","TCP","60","24510  >  80 [SYN] Seq=0 Win=512 Len=0"
"1906","0.020876","11.0.0.210","10.42.0.2","TCP","60","24511  >  80 [SYN] Seq=0 Win=512 Len=0"
"1907","0.020885","11.0.0.210","10.42.0.2","TCP","60","24512  >  80 [SYN] Seq=0 Win=512 Len=0"
"1908","0.020921","11.0.0.210","10.42.0.2","TCP","60","24513  >  80 [SYN] Seq=0 Win=512 Len=0"
"1909","0.020931","11.0.0.210","10.42.0.2","TCP","60","24514  >  80 [SYN] Seq=0 Win=512 Len=0"
"1910","0.020940","11.0.0.210","10.42.0.2","TCP","60","24516  >  80 [SYN] Seq=0 Win=512 Len=0"
"1911","0.020949","11.0.0.210","10.42.0.2","TCP","60","24517  >  80 [SYN] Seq=0 Win=512 Len=0"
"1912","0.020957","11.0.0.210","10.42.0.2","TCP","60","24518  >  80 [SYN] Seq=0 Win=512 Len=0"
"1913","0.020966","11.0.0.210","10.42.0.2","TCP","60","24520  >  80 [SYN] Seq=0 Win=512 Len=0"
"1914","0.020975","11.0.0.210","10.42.0.2","TCP","60","24521  >  80 [SYN] Seq=0 Win=512 Len=0"
"1915","0.020983","11.0.0.210","10.42.0.2","TCP","60","24522  >  80 [SYN] Seq=0 Win=512 Len=0"
"1916","0.020992","11.0.0.210","10.42.0.2","TCP","60","24523  >  80 [SYN] Seq=0 Win=512 Len=0"
"1917","0.021000","11.0.0.210","10.42.0.2","TCP","60","24525  >  80 [SYN] Seq=0 Win=512 Len=0"
"1918","0.021008","11.0.0.210","10.42.0.2","TCP","60","24608  >  80 [SYN] Seq=0 Win=512 Len=0"
"1919","0.021017","11.0.0.210","10.42.0.2","TCP","60","24526  >  80 [SYN] Seq=0 Win=512 Len=0"
"1920","0.021025","11.0.0.210","10.42.0.2","TCP","60","24527  >  80 [SYN] Seq=0 Win=512 Len=0"
"1921","0.021055","11.0.0.210","10.42.0.2","TCP","60","24528  >  80 [SYN] Seq=0 Win=512 Len=0"
"1922","0.021068","11.0.0.210","10.42.0.2","TCP","60","24529  >  80 [SYN] Seq=0 Win=512 Len=0"
"1923","0.021078","11.0.0.210","10.42.0.2","TCP","60","24530  >  80 [SYN] Seq=0 Win=512 Len=0"
"1924","0.021095","11.0.0.210","10.42.0.2","TCP","60","24531  >  80 [SYN] Seq=0 Win=512 Len=0"
"1925","0.021103","11.0.0.210","10.42.0.2","TCP","60","24532  >  80 [SYN] Seq=0 Win=512 Len=0"
"1926","0.021112","11.0.0.210","10.42.0.2","TCP","60","24533  >  80 [SYN] Seq=0 Win=512 Len=0"
"1927","0.021121","11.0.0.210","10.42.0.2","TCP","60","24534  >  80 [SYN] Seq=0 Win=512 Len=0"
"1928","0.021129","11.0.0.210","10.42.0.2","TCP","60","24535  >  80 [SYN] Seq=0 Win=512 Len=0"
"1929","0.021138","11.0.0.210","10.42.0.2","TCP","60","24536  >  80 [SYN] Seq=0 Win=512 Len=0"
"1930","0.021146","11.0.0.210","10.42.0.2","TCP","60","24537  >  80 [SYN] Seq=0 Win=512 Len=0"
"1931","0.021155","11.0.0.210","10.42.0.2","TCP","60","24538  >  80 [SYN] Seq=0 Win=512 Len=0"
"1932","0.021163","11.0.0.210","10.42.0.2","TCP","60","24539  >  80 [SYN] Seq=0 Win=512 Len=0"
"1933","0.021172","11.0.0.210","10.42.0.2","TCP","60","24541  >  80 [SYN] Seq=0 Win=512 Len=0"
"1934","0.021181","11.0.0.210","10.42.0.2","TCP","60","24632  >  80 [SYN] Seq=0 Win=512 Len=0"
"1935","0.021190","11.0.0.210","10.42.0.2","TCP","60","24542  >  80 [SYN] Seq=0 Win=512 Len=0"
"1936","0.021197","11.0.0.210","10.42.0.2","TCP","60","24543  >  80 [SYN] Seq=0 Win=512 Len=0"
"1937","0.021228","11.0.0.210","10.42.0.2","TCP","60","24544  >  80 [SYN] Seq=0 Win=512 Len=0"
"1938","0.021237","11.0.0.210","10.42.0.2","TCP","60","24545  >  80 [SYN] Seq=0 Win=512 Len=0"
"1939","0.021248","11.0.0.210","10.42.0.2","TCP","60","24546  >  80 [SYN] Seq=0 Win=512 Len=0"
"1940","0.021267","11.0.0.210","10.42.0.2","TCP","60","24547  >  80 [SYN] Seq=0 Win=512 Len=0"
"1941","0.021276","11.0.0.210","10.42.0.2","TCP","60","24548  >  80 [SYN] Seq=0 Win=512 Len=0"
"1942","0.021309","11.0.0.210","10.42.0.2","TCP","60","24549  >  80 [SYN] Seq=0 Win=512 Len=0"
"1943","0.021318","11.0.0.210","10.42.0.2","TCP","60","24550  >  80 [SYN] Seq=0 Win=512 Len=0"
"1944","0.021326","11.0.0.210","10.42.0.2","TCP","60","24551  >  80 [SYN] Seq=0 Win=512 Len=0"
"1945","0.021335","11.0.0.210","10.42.0.2","TCP","60","24552  >  80 [SYN] Seq=0 Win=512 Len=0"
"1946","0.021343","11.0.0.210","10.42.0.2","TCP","60","24554  >  80 [SYN] Seq=0 Win=512 Len=0"
"1947","0.021352","11.0.0.210","10.42.0.2","TCP","60","24555  >  80 [SYN] Seq=0 Win=512 Len=0"
"1948","0.021361","11.0.0.210","10.42.0.2","TCP","60","24556  >  80 [SYN] Seq=0 Win=512 Len=0"
"1949","0.021384","11.0.0.210","10.42.0.2","TCP","60","24557  >  80 [SYN] Seq=0 Win=512 Len=0"
"1950","0.021394","11.0.0.210","10.42.0.2","TCP","60","24558  >  80 [SYN] Seq=0 Win=512 Len=0"
"1951","0.021402","11.0.0.210","10.42.0.2","TCP","60","24639  >  80 [SYN] Seq=0 Win=512 Len=0"
"1952","0.021411","11.0.0.210","10.42.0.2","TCP","60","24559  >  80 [SYN] Seq=0 Win=512 Len=0"
"1953","0.021443","11.0.0.210","10.42.0.2","TCP","60","24560  >  80 [SYN] Seq=0 Win=512 Len=0"
"1954","0.021457","11.0.0.210","10.42.0.2","TCP","60","24561  >  80 [SYN] Seq=0 Win=512 Len=0"
"1955","0.021467","11.0.0.210","10.42.0.2","TCP","60","24562  >  80 [SYN] Seq=0 Win=512 Len=0"
"1956","0.021486","11.0.0.210","10.42.0.2","TCP","60","24563  >  80 [SYN] Seq=0 Win=512 Len=0"
"1957","0.021495","11.0.0.210","10.42.0.2","TCP","60","24564  >  80 [SYN] Seq=0 Win=512 Len=0"
"1958","0.021505","11.0.0.210","10.42.0.2","TCP","60","24565  >  80 [SYN] Seq=0 Win=512 Len=0"
"1959","0.021513","11.0.0.210","10.42.0.2","TCP","60","24566  >  80 [SYN] Seq=0 Win=512 Len=0"
"1960","0.021522","11.0.0.210","10.42.0.2","TCP","60","24567  >  80 [SYN] Seq=0 Win=512 Len=0"
"1961","0.021531","11.0.0.210","10.42.0.2","TCP","60","24568  >  80 [SYN] Seq=0 Win=512 Len=0"
"1962","0.021539","11.0.0.210","10.42.0.2","TCP","60","24671  >  80 [SYN] Seq=0 Win=512 Len=0"
"1963","0.021548","11.0.0.210","10.42.0.2","TCP","60","24569  >  80 [SYN] Seq=0 Win=512 Len=0"
"1964","0.021556","11.0.0.210","10.42.0.2","TCP","60","24570  >  80 [SYN] Seq=0 Win=512 Len=0"
"1965","0.021565","11.0.0.210","10.42.0.2","TCP","60","24571  >  80 [SYN] Seq=0 Win=512 Len=0"
"1966","0.021575","11.0.0.210","10.42.0.2","TCP","60","24574  >  80 [SYN] Seq=0 Win=512 Len=0"
"1967","0.021582","11.0.0.210","10.42.0.2","TCP","60","24575  >  80 [SYN] Seq=0 Win=512 Len=0"
"1968","0.021592","11.0.0.210","10.42.0.2","TCP","60","24576  >  80 [SYN] Seq=0 Win=512 Len=0"
"1969","0.021621","11.0.0.210","10.42.0.2","TCP","60","24636  >  80 [SYN] Seq=0 Win=512 Len=0"
"1970","0.021635","11.0.0.210","10.42.0.2","TCP","60","24577  >  80 [SYN] Seq=0 Win=512 Len=0"
"1971","0.021645","11.0.0.210","10.42.0.2","TCP","60","24578  >  80 [SYN] Seq=0 Win=512 Len=0"
"1972","0.021652","11.0.0.210","10.42.0.2","TCP","60","24579  >  80 [SYN] Seq=0 Win=512 Len=0"
"1973","0.021669","11.0.0.210","10.42.0.2","TCP","60","24580  >  80 [SYN] Seq=0 Win=512 Len=0"
"1974","0.021679","11.0.0.210","10.42.0.2","TCP","60","24581  >  80 [SYN] Seq=0 Win=512 Len=0"
"1975","0.021687","11.0.0.210","10.42.0.2","TCP","60","24582  >  80 [SYN] Seq=0 Win=512 Len=0"
"1976","0.021696","11.0.0.210","10.42.0.2","TCP","60","24583  >  80 [SYN] Seq=0 Win=512 Len=0"
"1977","0.021703","11.0.0.210","10.42.0.2","TCP","60","24586  >  80 [SYN] Seq=0 Win=512 Len=0"
"1978","0.021713","11.0.0.210","10.42.0.2","TCP","60","24587  >  80 [SYN] Seq=0 Win=512 Len=0"
"1979","0.021722","11.0.0.210","10.42.0.2","TCP","60","24588  >  80 [SYN] Seq=0 Win=512 Len=0"
"1980","0.021730","11.0.0.210","10.42.0.2","TCP","60","24709  >  80 [SYN] Seq=0 Win=512 Len=0"
"1981","0.021739","11.0.0.210","10.42.0.2","TCP","60","24589  >  80 [SYN] Seq=0 Win=512 Len=0"
"1982","0.021747","11.0.0.210","10.42.0.2","TCP","60","24590  >  80 [SYN] Seq=0 Win=512 Len=0"
"1983","0.021755","11.0.0.210","10.42.0.2","TCP","60","24591  >  80 [SYN] Seq=0 Win=512 Len=0"
"1984","0.021765","11.0.0.210","10.42.0.2","TCP","60","24592  >  80 [SYN] Seq=0 Win=512 Len=0"
"1985","0.021793","11.0.0.210","10.42.0.2","TCP","60","24593  >  80 [SYN] Seq=0 Win=512 Len=0"
"1986","0.021804","11.0.0.210","10.42.0.2","TCP","60","24594  >  80 [SYN] Seq=0 Win=512 Len=0"
"1987","0.021813","11.0.0.210","10.42.0.2","TCP","60","24595  >  80 [SYN] Seq=0 Win=512 Len=0"
"1988","0.021821","11.0.0.210","10.42.0.2","TCP","60","24596  >  80 [SYN] Seq=0 Win=512 Len=0"
"1989","0.021840","11.0.0.210","10.42.0.2","TCP","60","24768  >  80 [SYN] Seq=0 Win=512 Len=0"
"1990","0.021848","11.0.0.210","10.42.0.2","TCP","60","24597  >  80 [SYN] Seq=0 Win=512 Len=0"
"1991","0.021857","11.0.0.210","10.42.0.2","TCP","60","24598  >  80 [SYN] Seq=0 Win=512 Len=0"
"1992","0.021866","11.0.0.210","10.42.0.2","TCP","60","24600  >  80 [SYN] Seq=0 Win=512 Len=0"
"1993","0.021874","11.0.0.210","10.42.0.2","TCP","60","24601  >  80 [SYN] Seq=0 Win=512 Len=0"
"1994","0.021883","11.0.0.210","10.42.0.2","TCP","60","24602  >  80 [SYN] Seq=0 Win=512 Len=0"
"1995","0.021891","11.0.0.210","10.42.0.2","TCP","60","24604  >  80 [SYN] Seq=0 Win=512 Len=0"
"1996","0.021899","11.0.0.210","10.42.0.2","TCP","60","24605  >  80 [SYN] Seq=0 Win=512 Len=0"
"1997","0.021908","11.0.0.210","10.42.0.2","TCP","60","24606  >  80 [SYN] Seq=0 Win=512 Len=0"
"1998","0.021916","11.0.0.210","10.42.0.2","TCP","60","24788  >  80 [SYN] Seq=0 Win=512 Len=0"
"1999","0.021925","11.0.0.210","10.42.0.2","TCP","60","24607  >  80 [SYN] Seq=0 Win=512 Len=0"
"2000","0.021934","11.0.0.210","10.42.0.2","TCP","60","24610  >  80 [SYN] Seq=0 Win=512 Len=0"
"2001","0.021963","11.0.0.210","10.42.0.2","TCP","60","24611  >  80 [SYN] Seq=0 Win=512 Len=0"
"2002","0.021974","11.0.0.210","10.42.0.2","TCP","60","24658  >  80 [SYN] Seq=0 Win=512 Len=0"
"2003","0.021981","11.0.0.210","10.42.0.2","TCP","60","24784  >  80 [SYN] Seq=0 Win=512 Len=0"
"2004","0.021993","11.0.0.210","10.42.0.2","TCP","60","24795  >  80 [SYN] Seq=0 Win=512 Len=0"
"2005","0.022010","11.0.0.210","10.42.0.2","TCP","60","24612  >  80 [SYN] Seq=0 Win=512 Len=0"
"2006","0.022018","11.0.0.210","10.42.0.2","TCP","60","24615  >  80 [SYN] Seq=0 Win=512 Len=0"
"2007","0.022027","11.0.0.210","10.42.0.2","TCP","60","24618  >  80 [SYN] Seq=0 Win=512 Len=0"
"2008","0.022035","11.0.0.210","10.42.0.2","TCP","60","24764  >  80 [SYN] Seq=0 Win=512 Len=0"
"2009","0.022043","11.0.0.210","10.42.0.2","TCP","60","24616  >  80 [SYN] Seq=0 Win=512 Len=0"
"2010","0.022052","11.0.0.210","10.42.0.2","TCP","60","24617  >  80 [SYN] Seq=0 Win=512 Len=0"
"2011","0.022061","11.0.0.210","10.42.0.2","TCP","60","24619  >  80 [SYN] Seq=0 Win=512 Len=0"
"2012","0.022070","11.0.0.210","10.42.0.2","TCP","60","24620  >  80 [SYN] Seq=0 Win=512 Len=0"
"2013","0.022079","11.0.0.210","10.42.0.2","TCP","60","24761  >  80 [SYN] Seq=0 Win=512 Len=0"
"2014","0.022087","11.0.0.210","10.42.0.2","TCP","60","24621  >  80 [SYN] Seq=0 Win=512 Len=0"
"2015","0.022096","11.0.0.210","10.42.0.2","TCP","60","24622  >  80 [SYN] Seq=0 Win=512 Len=0"
"2016","0.022103","11.0.0.210","10.42.0.2","TCP","60","24623  >  80 [SYN] Seq=0 Win=512 Len=0"
"2017","0.022134","11.0.0.210","10.42.0.2","TCP","60","24676  >  80 [SYN] Seq=0 Win=512 Len=0"
"2018","0.022144","11.0.0.210","10.42.0.2","TCP","60","24624  >  80 [SYN] Seq=0 Win=512 Len=0"
"2019","0.022154","11.0.0.210","10.42.0.2","TCP","60","24844  >  80 [SYN] Seq=0 Win=512 Len=0"
"2020","0.022175","11.0.0.210","10.42.0.2","TCP","60","24626  >  80 [SYN] Seq=0 Win=512 Len=0"
"2021","0.022184","11.0.0.210","10.42.0.2","TCP","60","24627  >  80 [SYN] Seq=0 Win=512 Len=0"
"2022","0.022192","11.0.0.210","10.42.0.2","TCP","60","24628  >  80 [SYN] Seq=0 Win=512 Len=0"
"2023","0.022202","11.0.0.210","10.42.0.2","TCP","60","24629  >  80 [SYN] Seq=0 Win=512 Len=0"
"2024","0.022210","11.0.0.210","10.42.0.2","TCP","60","24630  >  80 [SYN] Seq=0 Win=512 Len=0"
"2025","0.022219","11.0.0.210","10.42.0.2","TCP","60","24748  >  80 [SYN] Seq=0 Win=512 Len=0"
"2026","0.022228","11.0.0.210","10.42.0.2","TCP","60","24631  >  80 [SYN] Seq=0 Win=512 Len=0"
"2027","0.022236","11.0.0.210","10.42.0.2","TCP","60","24633  >  80 [SYN] Seq=0 Win=512 Len=0"
"2028","0.022244","11.0.0.210","10.42.0.2","TCP","60","24774  >  80 [SYN] Seq=0 Win=512 Len=0"
"2029","0.022252","11.0.0.210","10.42.0.2","TCP","60","24634  >  80 [SYN] Seq=0 Win=512 Len=0"
"2030","0.022262","11.0.0.210","10.42.0.2","TCP","60","24635  >  80 [SYN] Seq=0 Win=512 Len=0"
"2031","0.022270","11.0.0.210","10.42.0.2","TCP","60","24638  >  80 [SYN] Seq=0 Win=512 Len=0"
"2032","0.022278","11.0.0.210","10.42.0.2","TCP","60","24640  >  80 [SYN] Seq=0 Win=512 Len=0"
"2033","0.022308","11.0.0.210","10.42.0.2","TCP","60","24641  >  80 [SYN] Seq=0 Win=512 Len=0"
"2034","0.022316","11.0.0.210","10.42.0.2","TCP","60","24642  >  80 [SYN] Seq=0 Win=512 Len=0"
"2035","0.022325","11.0.0.210","10.42.0.2","TCP","60","24643  >  80 [SYN] Seq=0 Win=512 Len=0"
"2036","0.022336","11.0.0.210","10.42.0.2","TCP","60","24644  >  80 [SYN] Seq=0 Win=512 Len=0"
"2037","0.022353","11.0.0.210","10.42.0.2","TCP","60","24645  >  80 [SYN] Seq=0 Win=512 Len=0"
"2038","0.022363","11.0.0.210","10.42.0.2","TCP","60","24646  >  80 [SYN] Seq=0 Win=512 Len=0"
"2039","0.022372","11.0.0.210","10.42.0.2","TCP","60","24687  >  80 [SYN] Seq=0 Win=512 Len=0"
"2040","0.022379","11.0.0.210","10.42.0.2","TCP","60","24647  >  80 [SYN] Seq=0 Win=512 Len=0"
"2041","0.022388","11.0.0.210","10.42.0.2","TCP","60","24791  >  80 [SYN] Seq=0 Win=512 Len=0"
"2042","0.022396","11.0.0.210","10.42.0.2","TCP","60","24834  >  80 [SYN] Seq=0 Win=512 Len=0"
"2043","0.022405","11.0.0.210","10.42.0.2","TCP","60","24648  >  80 [SYN] Seq=0 Win=512 Len=0"
"2044","0.022414","11.0.0.210","10.42.0.2","TCP","60","24649  >  80 [SYN] Seq=0 Win=512 Len=0"
"2045","0.022433","11.0.0.210","10.42.0.2","TCP","60","24650  >  80 [SYN] Seq=0 Win=512 Len=0"
"2046","0.022443","11.0.0.210","10.42.0.2","TCP","60","24651  >  80 [SYN] Seq=0 Win=512 Len=0"
"2047","0.022451","11.0.0.210","10.42.0.2","TCP","60","24652  >  80 [SYN] Seq=0 Win=512 Len=0"
"2048","0.022459","11.0.0.210","10.42.0.2","TCP","60","24653  >  80 [SYN] Seq=0 Win=512 Len=0"
"2049","0.022489","11.0.0.210","10.42.0.2","TCP","60","24654  >  80 [SYN] Seq=0 Win=512 Len=0"
"2050","0.022498","11.0.0.210","10.42.0.2","TCP","60","24724  >  80 [SYN] Seq=0 Win=512 Len=0"
"2051","0.022507","11.0.0.210","10.42.0.2","TCP","60","24655  >  80 [SYN] Seq=0 Win=512 Len=0"
"2052","0.022521","11.0.0.210","10.42.0.2","TCP","60","24656  >  80 [SYN] Seq=0 Win=512 Len=0"
"2053","0.022538","11.0.0.210","10.42.0.2","TCP","60","24657  >  80 [SYN] Seq=0 Win=512 Len=0"
"2054","0.022548","11.0.0.210","10.42.0.2","TCP","60","24659  >  80 [SYN] Seq=0 Win=512 Len=0"
"2055","0.022556","11.0.0.210","10.42.0.2","TCP","60","24660  >  80 [SYN] Seq=0 Win=512 Len=0"
"2056","0.022565","11.0.0.210","10.42.0.2","TCP","60","24661  >  80 [SYN] Seq=0 Win=512 Len=0"
"2057","0.022573","11.0.0.210","10.42.0.2","TCP","60","24662  >  80 [SYN] Seq=0 Win=512 Len=0"
"2058","0.022582","11.0.0.210","10.42.0.2","TCP","60","24663  >  80 [SYN] Seq=0 Win=512 Len=0"
"2059","0.022591","11.0.0.210","10.42.0.2","TCP","60","24664  >  80 [SYN] Seq=0 Win=512 Len=0"
"2060","0.022599","11.0.0.210","10.42.0.2","TCP","60","24665  >  80 [SYN] Seq=0 Win=512 Len=0"
"2061","0.022607","11.0.0.210","10.42.0.2","TCP","60","24666  >  80 [SYN] Seq=0 Win=512 Len=0"
"2062","0.022616","11.0.0.210","10.42.0.2","TCP","60","24667  >  80 [SYN] Seq=0 Win=512 Len=0"
"2063","0.022624","11.0.0.210","10.42.0.2","TCP","60","24668  >  80 [SYN] Seq=0 Win=512 Len=0"
"2064","0.022633","11.0.0.210","10.42.0.2","TCP","60","24669  >  80 [SYN] Seq=0 Win=512 Len=0"
"2065","0.022663","11.0.0.210","10.42.0.2","TCP","60","24799  >  80 [SYN] Seq=0 Win=512 Len=0"
"2066","0.022671","11.0.0.210","10.42.0.2","TCP","60","24670  >  80 [SYN] Seq=0 Win=512 Len=0"
"2067","0.022682","11.0.0.210","10.42.0.2","TCP","60","24672  >  80 [SYN] Seq=0 Win=512 Len=0"
"2068","0.022691","11.0.0.210","10.42.0.2","TCP","60","24673  >  80 [SYN] Seq=0 Win=512 Len=0"
"2069","0.022708","11.0.0.210","10.42.0.2","TCP","60","24674  >  80 [SYN] Seq=0 Win=512 Len=0"
"2070","0.022718","11.0.0.210","10.42.0.2","TCP","60","24836  >  80 [SYN] Seq=0 Win=512 Len=0"
"2071","0.022725","11.0.0.210","10.42.0.2","TCP","60","24675  >  80 [SYN] Seq=0 Win=512 Len=0"
"2072","0.022735","11.0.0.210","10.42.0.2","TCP","60","24677  >  80 [SYN] Seq=0 Win=512 Len=0"
"2073","0.022742","11.0.0.210","10.42.0.2","TCP","60","24678  >  80 [SYN] Seq=0 Win=512 Len=0"
"2074","0.022751","11.0.0.210","10.42.0.2","TCP","60","24679  >  80 [SYN] Seq=0 Win=512 Len=0"
"2075","0.022760","11.0.0.210","10.42.0.2","TCP","60","24680  >  80 [SYN] Seq=0 Win=512 Len=0"
"2076","0.022768","11.0.0.210","10.42.0.2","TCP","60","24681  >  80 [SYN] Seq=0 Win=512 Len=0"
"2077","0.022777","11.0.0.210","10.42.0.2","TCP","60","24682  >  80 [SYN] Seq=0 Win=512 Len=0"
"2078","0.022786","11.0.0.210","10.42.0.2","TCP","60","24699  >  80 [SYN] Seq=0 Win=512 Len=0"
"2079","0.022793","11.0.0.210","10.42.0.2","TCP","60","24726  >  80 [SYN] Seq=0 Win=512 Len=0"
"2080","0.022803","11.0.0.210","10.42.0.2","TCP","60","24683  >  80 [SYN] Seq=0 Win=512 Len=0"
"2081","0.022833","11.0.0.210","10.42.0.2","TCP","60","24684  >  80 [SYN] Seq=0 Win=512 Len=0"
"2082","0.022844","11.0.0.210","10.42.0.2","TCP","60","24685  >  80 [SYN] Seq=0 Win=512 Len=0"
"2083","0.022855","11.0.0.210","10.42.0.2","TCP","60","24686  >  80 [SYN] Seq=0 Win=512 Len=0"
"2084","0.022875","11.0.0.210","10.42.0.2","TCP","60","24688  >  80 [SYN] Seq=0 Win=512 Len=0"
"2085","0.022885","11.0.0.210","10.42.0.2","TCP","60","24689  >  80 [SYN] Seq=0 Win=512 Len=0"
"2086","0.022893","11.0.0.210","10.42.0.2","TCP","60","24690  >  80 [SYN] Seq=0 Win=512 Len=0"
"2087","0.022902","11.0.0.210","10.42.0.2","TCP","60","24691  >  80 [SYN] Seq=0 Win=512 Len=0"
